t,y,vy,ay,Unnamed: 4
56.0,-7.577,0.0,-0.01262,
56.017,,,,
56.033,,,,
56.05,,,,
56.067,,,,
56.083,,,,
56.1,,,,
56.117,,,,
56.133,,,,
56.15,,,,
56.167,,,,
56.183,,,,
56.2,,,,
56.217,,,,
56.233,,,,
56.25,,,,
56.267,,,,
56.283,,,,
56.3,,,,
56.317,,,,
56.333,,,,
56.35,,,,
56.367,,,,
56.383,,,,
56.4,,,,
56.417,,,,
56.433,,,,
56.45,,,,
56.467,,,,
56.483,,,,
56.5,,,,
56.517,,,,
56.533,,,,
56.55,,,,
56.567,,,,
56.583,,,,
56.6,,,,
56.617,,,,
56.633,,,,
56.65,,,,
56.667,-7.577,-0.01472,-0.03155,
56.683,,,,
56.7,,,,
56.717,,,,
56.733,,,,
56.75,,,,
56.767,,,,
56.783,,,,
56.8,,,,
56.817,,,,
56.833,,,,
56.85,,,,
56.867,,,,
56.883,,,,
56.9,,,,
56.917,,,,
56.933,,,,
56.95,,,,
56.967,,,,
56.983,,,,
57.0,,,,
57.017,,,,
57.033,,,,
57.05,,,,
57.067,,,,
57.083,,,,
57.1,,,,
57.117,,,,
57.133,,,,
57.15,,,,
57.167,,,,
57.183,,,,
57.2,,,,
57.217,,,,
57.233,,,,
57.25,,,,
57.267,,,,
57.283,,,,
57.3,,,,
57.317,,,,
57.333,-7.597,-0.04417,-0.03155,
57.35,,,,
57.367,,,,
57.383,,,,
57.4,,,,
57.417,,,,
57.433,,,,
57.45,,,,
57.467,,,,
57.483,,,,
57.5,,,,
57.517,,,,
57.533,,,,
57.55,,,,
57.567,,,,
57.583,,,,
57.6,,,,
57.617,,,,
57.633,,,,
57.65,,,,
57.667,,,,
57.683,,,,
57.7,,,,
57.717,,,,
57.733,,,,
57.75,,,,
57.767,,,,
57.783,,,,
57.8,,,,
57.817,,,,
57.833,,,,
57.85,,,,
57.867,,,,
57.883,,,,
57.9,,,,
57.917,,,,
57.933,,,,
57.95,,,,
57.967,,,,
57.983,,,,
58.0,-7.636,-0.05889,-0.227,
58.017,,,,
58.033,,,,
58.05,,,,
58.067,,,,
58.083,,,,
58.1,,,,
58.117,,,,
58.133,,,,
58.15,,,,
58.167,,,,
58.183,,,,
58.2,,,,
58.217,,,,
58.233,,,,
58.25,,,,
58.267,,,,
58.283,,,,
58.3,,,,
58.317,,,,
58.333,,,,
58.35,,,,
58.367,,,,
58.383,,,,
58.4,,,,
58.417,,,,
58.433,,,,
58.45,,,,
58.467,,,,
58.483,,,,
58.5,,,,
58.517,,,,
58.533,,,,
58.55,,,,
58.567,,,,
58.583,,,,
58.6,,,,
58.617,,,,
58.633,,,,
58.65,,,,
58.667,-7.675,-0.309,-0.221,
58.683,,,,
58.7,,,,
58.717,,,,
58.733,,,,
58.75,,,,
58.767,,,,
58.783,,,,
58.8,,,,
58.817,,,,
58.833,,,,
58.85,,,,
58.867,,,,
58.883,,,,
58.9,,,,
58.917,,,,
58.933,,,,
58.95,,,,
58.967,,,,
58.983,,,,
59.0,,,,
59.017,,,,
59.033,,,,
59.05,,,,
59.067,,,,
59.083,,,,
59.1,,,,
59.117,,,,
59.133,,,,
59.15,,,,
59.167,,,,
59.183,,,,
59.2,,,,
59.217,,,,
59.233,,,,
59.25,,,,
59.267,,,,
59.283,,,,
59.3,,,,
59.317,,,,
59.333,-8.048,-0.442,0.01262,
59.35,,,,
59.367,,,,
59.383,,,,
59.4,,,,
59.417,,,,
59.433,,,,
59.45,,,,
59.467,,,,
59.483,,,,
59.5,,,,
59.517,,,,
59.533,,,,
59.55,,,,
59.567,,,,
59.583,,,,
59.6,,,,
59.617,,,,
59.633,,,,
59.65,,,,
59.667,,,,
59.683,,,,
59.7,,,,
59.717,,,,
59.733,,,,
59.75,,,,
59.767,,,,
59.783,,,,
59.8,,,,
59.817,,,,
59.833,,,,
59.85,,,,
59.867,,,,
59.883,,,,
59.9,,,,
59.917,,,,
59.933,,,,
59.95,,,,
59.967,,,,
59.983,,,,
60.0,-8.264,-0.236,0.24,
60.017,,,,
60.033,,,,
60.05,,,,
60.067,,,,
60.083,,,,
60.1,,,,
60.117,,,,
60.133,,,,
60.15,,,,
60.167,,,,
60.183,,,,
60.2,,,,
60.217,,,,
60.233,,,,
60.25,,,,
60.267,,,,
60.283,,,,
60.3,,,,
60.317,,,,
60.333,,,,
60.35,,,,
60.367,,,,
60.383,,,,
60.4,,,,
60.417,,,,
60.433,,,,
60.45,,,,
60.467,,,,
60.483,,,,
60.5,,,,
60.517,,,,
60.533,,,,
60.55,,,,
60.567,,,,
60.583,,,,
60.6,,,,
60.617,,,,
60.633,,,,
60.65,,,,
60.667,-8.362,-0.118,0.126,
60.683,,,,
60.7,,,,
60.717,,,,
60.733,,,,
60.75,,,,
60.767,,,,
60.783,,,,
60.8,,,,
60.817,,,,
60.833,,,,
60.85,,,,
60.867,,,,
60.883,,,,
60.9,,,,
60.917,,,,
60.933,,,,
60.95,,,,
60.967,,,,
60.983,,,,
61.0,,,,
61.017,,,,
61.033,,,,
61.05,,,,
61.067,,,,
61.083,,,,
61.1,,,,
61.117,,,,
61.133,,,,
61.15,,,,
61.167,,,,
61.183,,,,
61.2,,,,
61.217,,,,
61.233,,,,
61.25,,,,
61.267,,,,
61.283,,,,
61.3,,,,
61.317,,,,
61.333,-8.421,-0.07361,0.06941,
61.35,,,,
61.367,,,,
61.383,,,,
61.4,,,,
61.417,,,,
61.433,,,,
61.45,,,,
61.467,,,,
61.483,,,,
61.5,,,,
61.517,,,,
61.533,,,,
61.55,,,,
61.567,,,,
61.583,,,,
61.6,,,,
61.617,,,,
61.633,,,,
61.65,,,,
61.667,,,,
61.683,,,,
61.7,,,,
61.717,,,,
61.733,,,,
61.75,,,,
61.767,,,,
61.783,,,,
61.8,,,,
61.817,,,,
61.833,,,,
61.85,,,,
61.867,,,,
61.883,,,,
61.9,,,,
61.917,,,,
61.933,,,,
61.95,,,,
61.967,,,,
61.983,,,,
62.0,-8.461,-0.02945,0.02524,
62.017,,,,
62.033,,,,
62.05,,,,
62.067,,,,
62.083,,,,
62.1,,,,
62.117,,,,
62.133,,,,
62.15,,,,
62.167,,,,
62.183,,,,
62.2,,,,
62.217,,,,
62.233,,,,
62.25,,,,
62.267,,,,
62.283,,,,
62.3,,,,
62.317,,,,
62.333,,,,
62.35,,,,
62.367,,,,
62.383,,,,
62.4,,,,
62.417,,,,
62.433,,,,
62.45,,,,
62.467,,,,
62.483,,,,
62.5,,,,
62.517,,,,
62.533,,,,
62.55,,,,
62.567,,,,
62.583,,,,
62.6,,,,
62.617,,,,
62.633,,,,
62.65,,,,
62.667,-8.461,-0.02945,-0.01262,
62.683,,,,
62.7,,,,
62.717,,,,
62.733,,,,
62.75,,,,
62.767,,,,
62.783,,,,
62.8,,,,
62.817,,,,
62.833,,,,
62.85,,,,
62.867,,,,
62.883,,,,
62.9,,,,
62.917,,,,
62.933,,,,
62.95,,,,
62.967,,,,
62.983,,,,
63.0,,,,
63.017,,,,
63.033,,,,
63.05,,,,
63.067,,,,
63.083,,,,
63.1,,,,
63.117,,,,
63.133,,,,
63.15,,,,
63.167,,,,
63.183,,,,
63.2,,,,
63.217,,,,
63.233,,,,
63.25,,,,
63.267,,,,
63.283,,,,
63.3,,,,
63.317,,,,
63.333,-8.5,-0.05889,-0.03786,
63.35,,,,
63.367,,,,
63.383,,,,
63.4,,,,
63.417,,,,
63.433,,,,
63.45,,,,
63.467,,,,
63.483,,,,
63.5,,,,
63.517,,,,
63.533,,,,
63.55,,,,
63.567,,,,
63.583,,,,
63.6,,,,
63.617,,,,
63.633,,,,
63.65,,,,
63.667,,,,
63.683,,,,
63.7,,,,
63.717,,,,
63.733,,,,
63.75,,,,
63.767,,,,
63.783,,,,
63.8,,,,
63.817,,,,
63.833,,,,
63.85,,,,
63.867,,,,
63.883,,,,
63.9,,,,
63.917,,,,
63.933,,,,
63.95,,,,
63.967,,,,
63.983,,,,
64.0,-8.539,-0.07361,-0.00631,
64.017,,,,
64.033,,,,
64.05,,,,
64.067,,,,
64.083,,,,
64.1,,,,
64.117,,,,
64.133,,,,
64.15,,,,
64.167,,,,
64.183,,,,
64.2,,,,
64.217,,,,
64.233,,,,
64.25,,,,
64.267,,,,
64.283,,,,
64.3,,,,
64.317,,,,
64.333,,,,
64.35,,,,
64.367,,,,
64.383,,,,
64.4,,,,
64.417,,,,
64.433,,,,
64.45,,,,
64.467,,,,
64.483,,,,
64.5,,,,
64.517,,,,
64.533,,,,
64.55,,,,
64.567,,,,
64.583,,,,
64.6,,,,
64.617,,,,
64.633,,,,
64.65,,,,
64.667,-8.598,-0.07361,0.00631,
64.683,,,,
64.7,,,,
64.717,,,,
64.733,,,,
64.75,,,,
64.767,,,,
64.783,,,,
64.8,,,,
64.817,,,,
64.833,,,,
64.85,,,,
64.867,,,,
64.883,,,,
64.9,,,,
64.917,,,,
64.933,,,,
64.95,,,,
64.967,,,,
64.983,,,,
65.0,,,,
65.017,,,,
65.033,,,,
65.05,,,,
65.067,,,,
65.083,,,,
65.1,,,,
65.117,,,,
65.133,,,,
65.15,,,,
65.167,,,,
65.183,,,,
65.2,,,,
65.217,,,,
65.233,,,,
65.25,,,,
65.267,,,,
65.283,,,,
65.3,,,,
65.317,,,,
65.333,-8.637,-0.05889,0.01262,
65.35,,,,
65.367,,,,
65.383,,,,
65.4,,,,
65.417,,,,
65.433,,,,
65.45,,,,
65.467,,,,
65.483,,,,
65.5,,,,
65.517,,,,
65.533,,,,
65.55,,,,
65.567,,,,
65.583,,,,
65.6,,,,
65.617,,,,
65.633,,,,
65.65,,,,
65.667,,,,
65.683,,,,
65.7,,,,
65.717,,,,
65.733,,,,
65.75,,,,
65.767,,,,
65.783,,,,
65.8,,,,
65.817,,,,
65.833,,,,
65.85,,,,
65.867,,,,
65.883,,,,
65.9,,,,
65.917,,,,
65.933,,,,
65.95,,,,
65.967,,,,
65.983,,,,
66.0,-8.677,-0.05889,0.02524,
66.017,,,,
66.033,,,,
66.05,,,,
66.067,,,,
66.083,,,,
66.1,,,,
66.117,,,,
66.133,,,,
66.15,,,,
66.167,,,,
66.183,,,,
66.2,,,,
66.217,,,,
66.233,,,,
66.25,,,,
66.267,,,,
66.283,,,,
66.3,,,,
66.317,,,,
66.333,,,,
66.35,,,,
66.367,,,,
66.383,,,,
66.4,,,,
66.417,,,,
66.433,,,,
66.45,,,,
66.467,,,,
66.483,,,,
66.5,,,,
66.517,,,,
66.533,,,,
66.55,,,,
66.567,,,,
66.583,,,,
66.6,,,,
66.617,,,,
66.633,,,,
66.65,,,,
66.667,-8.716,-0.02945,0.01262,
66.683,,,,
66.7,,,,
66.717,,,,
66.733,,,,
66.75,,,,
66.767,,,,
66.783,,,,
66.8,,,,
66.817,,,,
66.833,,,,
66.85,,,,
66.867,,,,
66.883,,,,
66.9,,,,
66.917,,,,
66.933,,,,
66.95,,,,
66.967,,,,
66.983,,,,
67.0,,,,
67.017,,,,
67.033,,,,
67.05,,,,
67.067,,,,
67.083,,,,
67.1,,,,
67.117,,,,
67.133,,,,
67.15,,,,
67.167,,,,
67.183,,,,
67.2,,,,
67.217,,,,
67.233,,,,
67.25,,,,
67.267,,,,
67.283,,,,
67.3,,,,
67.317,,,,
67.333,-8.716,-0.02945,-0.01262,
67.35,,,,
67.367,,,,
67.383,,,,
67.4,,,,
67.417,,,,
67.433,,,,
67.45,,,,
67.467,,,,
67.483,,,,
67.5,,,,
67.517,,,,
67.533,,,,
67.55,,,,
67.567,,,,
67.583,,,,
67.6,,,,
67.617,,,,
67.633,,,,
67.65,,,,
67.667,,,,
67.683,,,,
67.7,,,,
67.717,,,,
67.733,,,,
67.75,,,,
67.767,,,,
67.783,,,,
67.8,,,,
67.817,,,,
67.833,,,,
67.85,,,,
67.867,,,,
67.883,,,,
67.9,,,,
67.917,,,,
67.933,,,,
67.95,,,,
67.967,,,,
67.983,,,,
68.0,-8.755,-0.05889,-0.02524,
68.017,,,,
68.033,,,,
68.05,,,,
68.067,,,,
68.083,,,,
68.1,,,,
68.117,,,,
68.133,,,,
68.15,,,,
68.167,,,,
68.183,,,,
68.2,,,,
68.217,,,,
68.233,,,,
68.25,,,,
68.267,,,,
68.283,,,,
68.3,,,,
68.317,,,,
68.333,,,,
68.35,,,,
68.367,,,,
68.383,,,,
68.4,,,,
68.417,,,,
68.433,,,,
68.45,,,,
68.467,,,,
68.483,,,,
68.5,,,,
68.517,,,,
68.533,,,,
68.55,,,,
68.567,,,,
68.583,,,,
68.6,,,,
68.617,,,,
68.633,,,,
68.65,,,,
68.667,-8.794,-0.05889,0.0,
68.683,,,,
68.7,,,,
68.717,,,,
68.733,,,,
68.75,,,,
68.767,,,,
68.783,,,,
68.8,,,,
68.817,,,,
68.833,,,,
68.85,,,,
68.867,,,,
68.883,,,,
68.9,,,,
68.917,,,,
68.933,,,,
68.95,,,,
68.967,,,,
68.983,,,,
69.0,,,,
69.017,,,,
69.033,,,,
69.05,,,,
69.067,,,,
69.083,,,,
69.1,,,,
69.117,,,,
69.133,,,,
69.15,,,,
69.167,,,,
69.183,,,,
69.2,,,,
69.217,,,,
69.233,,,,
69.25,,,,
69.267,,,,
69.283,,,,
69.3,,,,
69.317,,,,
69.333,-8.834,-0.05889,-0.01262,
69.35,,,,
69.367,,,,
69.383,,,,
69.4,,,,
69.417,,,,
69.433,,,,
69.45,,,,
69.467,,,,
69.483,,,,
69.5,,,,
69.517,,,,
69.533,,,,
69.55,,,,
69.567,,,,
69.583,,,,
69.6,,,,
69.617,,,,
69.633,,,,
69.65,,,,
69.667,,,,
69.683,,,,
69.7,,,,
69.717,,,,
69.733,,,,
69.75,,,,
69.767,,,,
69.783,,,,
69.8,,,,
69.817,,,,
69.833,,,,
69.85,,,,
69.867,,,,
69.883,,,,
69.9,,,,
69.917,,,,
69.933,,,,
69.95,,,,
69.967,,,,
69.983,,,,
70.0,-8.873,-0.07361,-0.00631,
70.017,,,,
70.033,,,,
70.05,,,,
70.067,,,,
70.083,,,,
70.1,,,,
70.117,,,,
70.133,,,,
70.15,,,,
70.167,,,,
70.183,,,,
70.2,,,,
70.217,,,,
70.233,,,,
70.25,,,,
70.267,,,,
70.283,,,,
70.3,,,,
70.317,,,,
70.333,,,,
70.35,,,,
70.367,,,,
70.383,,,,
70.4,,,,
70.417,,,,
70.433,,,,
70.45,,,,
70.467,,,,
70.483,,,,
70.5,,,,
70.517,,,,
70.533,,,,
70.55,,,,
70.567,,,,
70.583,,,,
70.6,,,,
70.617,,,,
70.633,,,,
70.65,,,,
70.667,-8.932,-0.07361,-0.00631,
70.683,,,,
70.7,,,,
70.717,,,,
70.733,,,,
70.75,,,,
70.767,,,,
70.783,,,,
70.8,,,,
70.817,,,,
70.833,,,,
70.85,,,,
70.867,,,,
70.883,,,,
70.9,,,,
70.917,,,,
70.933,,,,
70.95,,,,
70.967,,,,
70.983,,,,
71.0,,,,
71.017,,,,
71.033,,,,
71.05,,,,
71.067,,,,
71.083,,,,
71.1,,,,
71.117,,,,
71.133,,,,
71.15,,,,
71.167,,,,
71.183,,,,
71.2,,,,
71.217,,,,
71.233,,,,
71.25,,,,
71.267,,,,
71.283,,,,
71.3,,,,
71.317,,,,
71.333,-8.971,-0.07361,0.00631,
71.35,,,,
71.367,,,,
71.383,,,,
71.4,,,,
71.417,,,,
71.433,,,,
71.45,,,,
71.467,,,,
71.483,,,,
71.5,,,,
71.517,,,,
71.533,,,,
71.55,,,,
71.567,,,,
71.583,,,,
71.6,,,,
71.617,,,,
71.633,,,,
71.65,,,,
71.667,,,,
71.683,,,,
71.7,,,,
71.717,,,,
71.733,,,,
71.75,,,,
71.767,,,,
71.783,,,,
71.8,,,,
71.817,,,,
71.833,,,,
71.85,,,,
71.867,,,,
71.883,,,,
71.9,,,,
71.917,,,,
71.933,,,,
71.95,,,,
71.967,,,,
71.983,,,,
72.0,-9.03,-0.07361,-0.00631,
72.017,,,,
72.033,,,,
72.05,,,,
72.067,,,,
72.083,,,,
72.1,,,,
72.117,,,,
72.133,,,,
72.15,,,,
72.167,,,,
72.183,,,,
72.2,,,,
72.217,,,,
72.233,,,,
72.25,,,,
72.267,,,,
72.283,,,,
72.3,,,,
72.317,,,,
72.333,,,,
72.35,,,,
72.367,,,,
72.383,,,,
72.4,,,,
72.417,,,,
72.433,,,,
72.45,,,,
72.467,,,,
72.483,,,,
72.5,,,,
72.517,,,,
72.533,,,,
72.55,,,,
72.567,,,,
72.583,,,,
72.6,,,,
72.617,,,,
72.633,,,,
72.65,,,,
72.667,-9.069,-0.07361,0.03155,
72.683,,,,
72.7,,,,
72.717,,,,
72.733,,,,
72.75,,,,
72.767,,,,
72.783,,,,
72.8,,,,
72.817,,,,
72.833,,,,
72.85,,,,
72.867,,,,
72.883,,,,
72.9,,,,
72.917,,,,
72.933,,,,
72.95,,,,
72.967,,,,
72.983,,,,
73.0,,,,
73.017,,,,
73.033,,,,
73.05,,,,
73.067,,,,
73.083,,,,
73.1,,,,
73.117,,,,
73.133,,,,
73.15,,,,
73.167,,,,
73.183,,,,
73.2,,,,
73.217,,,,
73.233,,,,
73.25,,,,
73.267,,,,
73.283,,,,
73.3,,,,
73.317,,,,
73.333,-9.128,-0.04417,0.03155,
73.35,,,,
73.367,,,,
73.383,,,,
73.4,,,,
73.417,,,,
73.433,,,,
73.45,,,,
73.467,,,,
73.483,,,,
73.5,,,,
73.517,,,,
73.533,,,,
73.55,,,,
73.567,,,,
73.583,,,,
73.6,,,,
73.617,,,,
73.633,,,,
73.65,,,,
73.667,,,,
73.683,,,,
73.7,,,,
73.717,,,,
73.733,,,,
73.75,,,,
73.767,,,,
73.783,,,,
73.8,,,,
73.817,,,,
73.833,,,,
73.85,,,,
73.867,,,,
73.883,,,,
73.9,,,,
73.917,,,,
73.933,,,,
73.95,,,,
73.967,,,,
73.983,,,,
74.0,-9.128,-0.01472,-0.00631,
74.017,,,,
74.033,,,,
74.05,,,,
74.067,,,,
74.083,,,,
74.1,,,,
74.117,,,,
74.133,,,,
74.15,,,,
74.167,,,,
74.183,,,,
74.2,,,,
74.217,,,,
74.233,,,,
74.25,,,,
74.267,,,,
74.283,,,,
74.3,,,,
74.317,,,,
74.333,,,,
74.35,,,,
74.367,,,,
74.383,,,,
74.4,,,,
74.417,,,,
74.433,,,,
74.45,,,,
74.467,,,,
74.483,,,,
74.5,,,,
74.517,,,,
74.533,,,,
74.55,,,,
74.567,,,,
74.583,,,,
74.6,,,,
74.617,,,,
74.633,,,,
74.65,,,,
74.667,-9.148,-0.05889,-0.02524,
74.683,,,,
74.7,,,,
74.717,,,,
74.733,,,,
74.75,,,,
74.767,,,,
74.783,,,,
74.8,,,,
74.817,,,,
74.833,,,,
74.85,,,,
74.867,,,,
74.883,,,,
74.9,,,,
74.917,,,,
74.933,,,,
74.95,,,,
74.967,,,,
74.983,,,,
75.0,,,,
75.017,,,,
75.033,,,,
75.05,,,,
75.067,,,,
75.083,,,,
75.1,,,,
75.117,,,,
75.133,,,,
75.15,,,,
75.167,,,,
75.183,,,,
75.2,,,,
75.217,,,,
75.233,,,,
75.25,,,,
75.267,,,,
75.283,,,,
75.3,,,,
75.317,,,,
75.333,-9.207,-0.05889,0.0,
75.35,,,,
75.367,,,,
75.383,,,,
75.4,,,,
75.417,,,,
75.433,,,,
75.45,,,,
75.467,,,,
75.483,,,,
75.5,,,,
75.517,,,,
75.533,,,,
75.55,,,,
75.567,,,,
75.583,,,,
75.6,,,,
75.617,,,,
75.633,,,,
75.65,,,,
75.667,,,,
75.683,,,,
75.7,,,,
75.717,,,,
75.733,,,,
75.75,,,,
75.767,,,,
75.783,,,,
75.8,,,,
75.817,,,,
75.833,,,,
75.85,,,,
75.867,,,,
75.883,,,,
75.9,,,,
75.917,,,,
75.933,,,,
75.95,,,,
75.967,,,,
75.983,,,,
76.0,-9.226,-0.04417,0.01893,
76.017,,,,
76.033,,,,
76.05,,,,
76.067,,,,
76.083,,,,
76.1,,,,
76.117,,,,
76.133,,,,
76.15,,,,
76.167,,,,
76.183,,,,
76.2,,,,
76.217,,,,
76.233,,,,
76.25,,,,
76.267,,,,
76.283,,,,
76.3,,,,
76.317,,,,
76.333,,,,
76.35,,,,
76.367,,,,
76.383,,,,
76.4,,,,
76.417,,,,
76.433,,,,
76.45,,,,
76.467,,,,
76.483,,,,
76.5,,,,
76.517,,,,
76.533,,,,
76.55,,,,
76.567,,,,
76.583,,,,
76.6,,,,
76.617,,,,
76.633,,,,
76.65,,,,
76.667,-9.265,-0.04417,-0.00631,
76.683,,,,
76.7,,,,
76.717,,,,
76.733,,,,
76.75,,,,
76.767,,,,
76.783,,,,
76.8,,,,
76.817,,,,
76.833,,,,
76.85,,,,
76.867,,,,
76.883,,,,
76.9,,,,
76.917,,,,
76.933,,,,
76.95,,,,
76.967,,,,
76.983,,,,
77.0,,,,
77.017,,,,
77.033,,,,
77.05,,,,
77.067,,,,
77.083,,,,
77.1,,,,
77.117,,,,
77.133,,,,
77.15,,,,
77.167,,,,
77.183,,,,
77.2,,,,
77.217,,,,
77.233,,,,
77.25,,,,
77.267,,,,
77.283,,,,
77.3,,,,
77.317,,,,
77.333,-9.285,-0.04417,-0.00631,
77.35,,,,
77.367,,,,
77.383,,,,
77.4,,,,
77.417,,,,
77.433,,,,
77.45,,,,
77.467,,,,
77.483,,,,
77.5,,,,
77.517,,,,
77.533,,,,
77.55,,,,
77.567,,,,
77.583,,,,
77.6,,,,
77.617,,,,
77.633,,,,
77.65,,,,
77.667,,,,
77.683,,,,
77.7,,,,
77.717,,,,
77.733,,,,
77.75,,,,
77.767,,,,
77.783,,,,
77.8,,,,
77.817,,,,
77.833,,,,
77.85,,,,
77.867,,,,
77.883,,,,
77.9,,,,
77.917,,,,
77.933,,,,
77.95,,,,
77.967,,,,
77.983,,,,
78.0,-9.324,-0.05889,-0.01262,
78.017,,,,
78.033,,,,
78.05,,,,
78.067,,,,
78.083,,,,
78.1,,,,
78.117,,,,
78.133,,,,
78.15,,,,
78.167,,,,
78.183,,,,
78.2,,,,
78.217,,,,
78.233,,,,
78.25,,,,
78.267,,,,
78.283,,,,
78.3,,,,
78.317,,,,
78.333,,,,
78.35,,,,
78.367,,,,
78.383,,,,
78.4,,,,
78.417,,,,
78.433,,,,
78.45,,,,
78.467,,,,
78.483,,,,
78.5,,,,
78.517,,,,
78.533,,,,
78.55,,,,
78.567,,,,
78.583,,,,
78.6,,,,
78.617,,,,
78.633,,,,
78.65,,,,
78.667,-9.364,-0.05889,-0.01262,
78.683,,,,
78.7,,,,
78.717,,,,
78.733,,,,
78.75,,,,
78.767,,,,
78.783,,,,
78.8,,,,
78.817,,,,
78.833,,,,
78.85,,,,
78.867,,,,
78.883,,,,
78.9,,,,
78.917,,,,
78.933,,,,
78.95,,,,
78.967,,,,
78.983,,,,
79.0,,,,
79.017,,,,
79.033,,,,
79.05,,,,
79.067,,,,
79.083,,,,
79.1,,,,
79.117,,,,
79.133,,,,
79.15,,,,
79.167,,,,
79.183,,,,
79.2,,,,
79.217,,,,
79.233,,,,
79.25,,,,
79.267,,,,
79.283,,,,
79.3,,,,
79.317,,,,
79.333,-9.403,-0.07361,-0.01893,
79.35,,,,
79.367,,,,
79.383,,,,
79.4,,,,
79.417,,,,
79.433,,,,
79.45,,,,
79.467,,,,
79.483,,,,
79.5,,,,
79.517,,,,
79.533,,,,
79.55,,,,
79.567,,,,
79.583,,,,
79.6,,,,
79.617,,,,
79.633,,,,
79.65,,,,
79.667,,,,
79.683,,,,
79.7,,,,
79.717,,,,
79.733,,,,
79.75,,,,
79.767,,,,
79.783,,,,
79.8,,,,
79.817,,,,
79.833,,,,
79.85,,,,
79.867,,,,
79.883,,,,
79.9,,,,
79.917,,,,
79.933,,,,
79.95,,,,
79.967,,,,
79.983,,,,
80.0,-9.462,-0.08834,0.0,
80.017,,,,
80.033,,,,
80.05,,,,
80.067,,,,
80.083,,,,
80.1,,,,
80.117,,,,
80.133,,,,
80.15,,,,
80.167,,,,
80.183,,,,
80.2,,,,
80.217,,,,
80.233,,,,
80.25,,,,
80.267,,,,
80.283,,,,
80.3,,,,
80.317,,,,
80.333,,,,
80.35,,,,
80.367,,,,
80.383,,,,
80.4,,,,
80.417,,,,
80.433,,,,
80.45,,,,
80.467,,,,
80.483,,,,
80.5,,,,
80.517,,,,
80.533,,,,
80.55,,,,
80.567,,,,
80.583,,,,
80.6,,,,
80.617,,,,
80.633,,,,
80.65,,,,
80.667,-9.521,-0.07361,0.00631,
80.683,,,,
80.7,,,,
80.717,,,,
80.733,,,,
80.75,,,,
80.767,,,,
80.783,,,,
80.8,,,,
80.817,,,,
80.833,,,,
80.85,,,,
80.867,,,,
80.883,,,,
80.9,,,,
80.917,,,,
80.933,,,,
80.95,,,,
80.967,,,,
80.983,,,,
81.0,,,,
81.017,,,,
81.033,,,,
81.05,,,,
81.067,,,,
81.083,,,,
81.1,,,,
81.117,,,,
81.133,,,,
81.15,,,,
81.167,,,,
81.183,,,,
81.2,,,,
81.217,,,,
81.233,,,,
81.25,,,,
81.267,,,,
81.283,,,,
81.3,,,,
81.317,,,,
81.333,-9.56,-0.07361,0.00631,
81.35,,,,
81.367,,,,
81.383,,,,
81.4,,,,
81.417,,,,
81.433,,,,
81.45,,,,
81.467,,,,
81.483,,,,
81.5,,,,
81.517,,,,
81.533,,,,
81.55,,,,
81.567,,,,
81.583,,,,
81.6,,,,
81.617,,,,
81.633,,,,
81.65,,,,
81.667,,,,
81.683,,,,
81.7,,,,
81.717,,,,
81.733,,,,
81.75,,,,
81.767,,,,
81.783,,,,
81.8,,,,
81.817,,,,
81.833,,,,
81.85,,,,
81.867,,,,
81.883,,,,
81.9,,,,
81.917,,,,
81.933,,,,
81.95,,,,
81.967,,,,
81.983,,,,
82.0,-9.619,-0.07361,-0.00631,
82.017,,,,
82.033,,,,
82.05,,,,
82.067,,,,
82.083,,,,
82.1,,,,
82.117,,,,
82.133,,,,
82.15,,,,
82.167,,,,
82.183,,,,
82.2,,,,
82.217,,,,
82.233,,,,
82.25,,,,
82.267,,,,
82.283,,,,
82.3,,,,
82.317,,,,
82.333,,,,
82.35,,,,
82.367,,,,
82.383,,,,
82.4,,,,
82.417,,,,
82.433,,,,
82.45,,,,
82.467,,,,
82.483,,,,
82.5,,,,
82.517,,,,
82.533,,,,
82.55,,,,
82.567,,,,
82.583,,,,
82.6,,,,
82.617,,,,
82.633,,,,
82.65,,,,
82.667,-9.658,-0.07361,0.00631,
82.683,,,,
82.7,,,,
82.717,,,,
82.733,,,,
82.75,,,,
82.767,,,,
82.783,,,,
82.8,,,,
82.817,,,,
82.833,,,,
82.85,,,,
82.867,,,,
82.883,,,,
82.9,,,,
82.917,,,,
82.933,,,,
82.95,,,,
82.967,,,,
82.983,,,,
83.0,,,,
83.017,,,,
83.033,,,,
83.05,,,,
83.067,,,,
83.083,,,,
83.1,,,,
83.117,,,,
83.133,,,,
83.15,,,,
83.167,,,,
83.183,,,,
83.2,,,,
83.217,,,,
83.233,,,,
83.25,,,,
83.267,,,,
83.283,,,,
83.3,,,,
83.317,,,,
83.333,-9.717,-0.07361,-0.00631,
83.35,,,,
83.367,,,,
83.383,,,,
83.4,,,,
83.417,,,,
83.433,,,,
83.45,,,,
83.467,,,,
83.483,,,,
83.5,,,,
83.517,,,,
83.533,,,,
83.55,,,,
83.567,,,,
83.583,,,,
83.6,,,,
83.617,,,,
83.633,,,,
83.65,,,,
83.667,,,,
83.683,,,,
83.7,,,,
83.717,,,,
83.733,,,,
83.75,,,,
83.767,,,,
83.783,,,,
83.8,,,,
83.817,,,,
83.833,,,,
83.85,,,,
83.867,,,,
83.883,,,,
83.9,,,,
83.917,,,,
83.933,,,,
83.95,,,,
